Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"BP SALVATERRA DE MAGOS CENTRO";"Outro";"Salvaterra de Magos";"1,839 €";"BP";"Gasóleo especial";"2025-03-30 00:00";"Santarém";"EN118, Nr.194 ";"Salvaterra de Magos";"2120-119";39.021678;-8.794558
"BP SALVATERRA DE MAGOS CENTRO";"Outro";"Salvaterra de Magos";"2,044 €";"BP";"Gasolina especial 98";"2025-03-30 00:00";"Santarém";"EN118, Nr.194 ";"Salvaterra de Magos";"2120-119";39.021678;-8.794558
"BP SALVATERRA DE MAGOS CENTRO";"Outro";"Salvaterra de Magos";"1,229 €";"BP";"Gasóleo colorido";"2025-03-30 00:00";"Santarém";"EN118, Nr.194 ";"Salvaterra de Magos";"2120-119";39.021678;-8.794558
"Cepsa- BRAGANÇA II";"Outro";"Bragança";"1,641 €";"CEPSA";"Gasóleo simples";"2025-03-30 00:05";"Bragança";"Av. Cidade da Zamora";"Bragança";"5300-111";41.807056;-6.754673
"Cepsa- BRAGANÇA II";"Outro";"Bragança";"1,691 €";"CEPSA";"Gasóleo especial";"2025-03-30 00:05";"Bragança";"Av. Cidade da Zamora";"Bragança";"5300-111";41.807056;-6.754673
"Cepsa- BRAGANÇA II";"Outro";"Bragança";"1,216 €";"CEPSA";"Gasóleo colorido";"2025-03-30 00:05";"Bragança";"Av. Cidade da Zamora";"Bragança";"5300-111";41.807056;-6.754673
"Cepsa- BRAGANÇA II";"Outro";"Bragança";"1,766 €";"CEPSA";"Gasolina simples 95";"2025-03-30 00:05";"Bragança";"Av. Cidade da Zamora";"Bragança";"5300-111";41.807056;-6.754673
"Faustino & Faustino- Poutena";"Outro";"Anadia";"1,589 €";"Genérico";"Gasóleo simples";"2025-03-30 06:50";"Aveiro";"EN 334 Km 21,5";"Poutena-Vilarinho Bairro";"3780-594";40.4212;-8.57509
"Faustino & Faustino- Poutena";"Outro";"Anadia";"1,604 €";"Genérico";"Gasóleo especial";"2025-03-30 06:50";"Aveiro";"EN 334 Km 21,5";"Poutena-Vilarinho Bairro";"3780-594";40.4212;-8.57509
"Faustino & Faustino- Poutena";"Outro";"Anadia";"1,144 €";"Genérico";"Gasóleo colorido";"2025-03-30 06:50";"Aveiro";"EN 334 Km 21,5";"Poutena-Vilarinho Bairro";"3780-594";40.4212;-8.57509
"Faustino & Faustino- Poutena";"Outro";"Anadia";"1,699 €";"Genérico";"Gasolina simples 95";"2025-03-30 06:50";"Aveiro";"EN 334 Km 21,5";"Poutena-Vilarinho Bairro";"3780-594";40.4212;-8.57509
"Faustino & Faustino- Poutena";"Outro";"Anadia";"1,809 €";"Genérico";"Gasolina 98";"2025-03-30 06:50";"Aveiro";"EN 334 Km 21,5";"Poutena-Vilarinho Bairro";"3780-594";40.4212;-8.57509
"suprapneus,lda";"Outro";"Sabrosa";"1,679 €";"BP";"Gasóleo simples";"2025-03-30 07:00";"Vila Real";"Zona industrial de sabrosa, lote 20B";"Paços-Sabrosa";"5060-193";41.26472;-7.589908
"suprapneus,lda";"Outro";"Sabrosa";"1,794 €";"BP";"Gasolina simples 95";"2025-03-30 07:00";"Vila Real";"Zona industrial de sabrosa, lote 20B";"Paços-Sabrosa";"5060-193";41.26472;-7.589908
"suprapneus,lda";"Outro";"Sabrosa";"1,839 €";"BP";"Gasóleo especial";"2025-03-30 07:00";"Vila Real";"Zona industrial de sabrosa, lote 20B";"Paços-Sabrosa";"5060-193";41.26472;-7.589908
"INTERCALENDARIO,SUPERMERCADOS LDA";"Outro";"Vila Nova de Famalicão";"1,569 €";"INTERMARCHÉ";"Gasóleo especial";"2025-03-30 08:00";"Braga";"Rua S. Julião, n.º 831";"Calendário";"4760-384";41.40016;-8.52512
"INTERCALENDARIO,SUPERMERCADOS LDA";"Outro";"Vila Nova de Famalicão";"1,699 €";"INTERMARCHÉ";"Gasolina especial 95";"2025-03-30 08:00";"Braga";"Rua S. Julião, n.º 831";"Calendário";"4760-384";41.40016;-8.52512
"INTERCALENDARIO,SUPERMERCADOS LDA";"Outro";"Vila Nova de Famalicão";"1,539 €";"INTERMARCHÉ";"Gasóleo simples";"2025-03-30 08:00";"Braga";"Rua S. Julião, n.º 831";"Calendário";"4760-384";41.40016;-8.52512
"INTERCALENDARIO,SUPERMERCADOS LDA";"Outro";"Vila Nova de Famalicão";"1,649 €";"INTERMARCHÉ";"Gasolina simples 95";"2025-03-30 08:00";"Braga";"Rua S. Julião, n.º 831";"Calendário";"4760-384";41.40016;-8.52512
"BP Cumieira";"Outro";"Fafe";"1,699 €";"BP";"Gasóleo simples";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Cumieira";"Outro";"Fafe";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Cumieira";"Outro";"Fafe";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Cumieira";"Outro";"Fafe";"1,834 €";"BP";"Gasolina simples 95";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Cumieira";"Outro";"Fafe";"2,084 €";"BP";"Gasolina 98";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Cumieira";"Outro";"Fafe";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 16:55";"Braga";"Rua da Cumieira\r\nApartado 166\r\n";"Fafe";"4820-179";41.4612;-8.15988
"BP Montalegre";"Outro";"Montalegre";"1,689 €";"BP";"Gasóleo simples";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP Montalegre";"Outro";"Montalegre";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP Montalegre";"Outro";"Montalegre";"1,229 €";"BP";"Gasóleo colorido";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP Montalegre";"Outro";"Montalegre";"1,824 €";"BP";"Gasolina simples 95";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP Montalegre";"Outro";"Montalegre";"2,084 €";"BP";"Gasolina 98";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP Montalegre";"Outro";"Montalegre";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 16:55";"Vila Real";"Lugar de Poços\r\nPadornelos\r\nApartado 46";"Padornelos";"5470-341";41.89314;-7.74708
"BP TRAVASSÓS";"Outro";"Fafe";"1,699 €";"BP";"Gasóleo simples";"2025-03-30 16:55";"Braga";"Avenida da Liberdade, 166\r\nTravassós\r\nApartado 166";"Travassós";"4820-179";41.48739;-8.19105
"BP TRAVASSÓS";"Outro";"Fafe";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 16:55";"Braga";"Avenida da Liberdade, 166\r\nTravassós\r\nApartado 166";"Travassós";"4820-179";41.48739;-8.19105
"BP TRAVASSÓS";"Outro";"Fafe";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 16:55";"Braga";"Avenida da Liberdade, 166\r\nTravassós\r\nApartado 166";"Travassós";"4820-179";41.48739;-8.19105
"BP TRAVASSÓS";"Outro";"Fafe";"1,834 €";"BP";"Gasolina simples 95";"2025-03-30 16:55";"Braga";"Avenida da Liberdade, 166\r\nTravassós\r\nApartado 166";"Travassós";"4820-179";41.48739;-8.19105
"FERREIRA SILVA E FILHOS LDA";"Outro";"Barcelos";"1,674 €";"GALP";"Gasóleo simples";"2025-03-30 17:10";"Braga";"R.S.Pedro nº 201 - E.N.204";"Monte de Fralães (Viatodos)";"4775-177";41.45744;-8.56662
"FERREIRA SILVA E FILHOS LDA";"Outro";"Barcelos";"1,724 €";"GALP";"Gasóleo especial";"2025-03-30 17:10";"Braga";"R.S.Pedro nº 201 - E.N.204";"Monte de Fralães (Viatodos)";"4775-177";41.45744;-8.56662
"FERREIRA SILVA E FILHOS LDA";"Outro";"Barcelos";"1,229 €";"GALP";"Gasóleo colorido";"2025-03-30 17:10";"Braga";"R.S.Pedro nº 201 - E.N.204";"Monte de Fralães (Viatodos)";"4775-177";41.45744;-8.56662
"FERREIRA SILVA E FILHOS LDA";"Outro";"Barcelos";"1,779 €";"GALP";"Gasolina simples 95";"2025-03-30 17:10";"Braga";"R.S.Pedro nº 201 - E.N.204";"Monte de Fralães (Viatodos)";"4775-177";41.45744;-8.56662
"FERREIRA SILVA E FILHOS LDA";"Outro";"Barcelos";"1,829 €";"GALP";"Gasolina especial 95";"2025-03-30 17:10";"Braga";"R.S.Pedro nº 201 - E.N.204";"Monte de Fralães (Viatodos)";"4775-177";41.45744;-8.56662
"BP Vila Real Europa";"Outro";"Vila Real";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 17:35";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"BP Vila Real Europa";"Outro";"Vila Real";"1,739 €";"BP";"Gasóleo simples";"2025-03-30 17:35";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"BP Vila Real Europa";"Outro";"Vila Real";"1,874 €";"BP";"Gasolina simples 95";"2025-03-30 17:35";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"BP Vila Real Europa";"Outro";"Vila Real";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 17:35";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"Galp Alpendorada";"Outro";"Marco de Canaveses";"1,694 €";"GALP";"Gasóleo simples";"2025-03-30 18:30";"Porto";"Avenida Drº francisco Sá carneiro,nº335";"Alpendorada e Matos";"4575-052";41.08514;-8.25231
"Galp Alpendorada";"Outro";"Marco de Canaveses";"1,744 €";"GALP";"Gasóleo especial";"2025-03-30 18:30";"Porto";"Avenida Drº francisco Sá carneiro,nº335";"Alpendorada e Matos";"4575-052";41.08514;-8.25231
"Galp Alpendorada";"Outro";"Marco de Canaveses";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-30 18:30";"Porto";"Avenida Drº francisco Sá carneiro,nº335";"Alpendorada e Matos";"4575-052";41.08514;-8.25231
"Galp Alpendorada";"Outro";"Marco de Canaveses";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-30 18:30";"Porto";"Avenida Drº francisco Sá carneiro,nº335";"Alpendorada e Matos";"4575-052";41.08514;-8.25231
"Galp Alpendorada";"Outro";"Marco de Canaveses";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-30 18:30";"Porto";"Avenida Drº francisco Sá carneiro,nº335";"Alpendorada e Matos";"4575-052";41.08514;-8.25231
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,499 €";"INTERMARCHÉ";"Gasóleo simples";"2025-03-30 19:55";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,549 €";"INTERMARCHÉ";"Gasóleo especial";"2025-03-30 19:55";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,609 €";"INTERMARCHÉ";"Gasolina simples 95";"2025-03-30 19:55";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,749 €";"INTERMARCHÉ";"Gasolina 98";"2025-03-30 19:55";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"Prio";"Outro";"Chaves";"1,569 €";"PRIO";"Gasóleo simples";"2025-03-30 20:15";"Vila Real";"EN 213 Nantes";"Quinta do Lombo - Vilar de Nantes";"5400-579";41.7221;-7.45758
"Prio";"Outro";"Chaves";"1,579 €";"PRIO";"Gasóleo especial";"2025-03-30 20:15";"Vila Real";"EN 213 Nantes";"Quinta do Lombo - Vilar de Nantes";"5400-579";41.7221;-7.45758
"Prio";"Outro";"Chaves";"1,149 €";"PRIO";"Gasóleo colorido";"2025-03-30 20:15";"Vila Real";"EN 213 Nantes";"Quinta do Lombo - Vilar de Nantes";"5400-579";41.7221;-7.45758
"Prio";"Outro";"Chaves";"1,689 €";"PRIO";"Gasolina simples 95";"2025-03-30 20:15";"Vila Real";"EN 213 Nantes";"Quinta do Lombo - Vilar de Nantes";"5400-579";41.7221;-7.45758
"Araujo & Ramos, Lda";"Outro";"Penamacor";"1,610 €";"Genérico";"Gasóleo simples";"2025-03-30 20:25";"Castelo Branco";"Rua 25 de Abril";"Penamacor";"6090-000";40.162776;-7.186296
"Araujo & Ramos, Lda";"Outro";"Penamacor";"1,180 €";"Genérico";"Gasóleo colorido";"2025-03-30 20:25";"Castelo Branco";"Rua 25 de Abril";"Penamacor";"6090-000";40.162776;-7.186296
"Araujo & Ramos, Lda";"Outro";"Penamacor";"1,700 €";"Genérico";"Gasolina simples 95";"2025-03-30 20:25";"Castelo Branco";"Rua 25 de Abril";"Penamacor";"6090-000";40.162776;-7.186296
"Araujo & Ramos, Lda";"Outro";"Penamacor";"1,850 €";"Genérico";"Gasolina 98";"2025-03-30 20:25";"Castelo Branco";"Rua 25 de Abril";"Penamacor";"6090-000";40.162776;-7.186296
"Araujo & Ramos, Lda";"Outro";"Penamacor";"1,630 €";"Genérico";"Gasóleo especial";"2025-03-30 20:25";"Castelo Branco";"Rua 25 de Abril";"Penamacor";"6090-000";40.162776;-7.186296
"Marfilauto - Auto Reparadora, Lda.";"Outro";"Barcelos";"1,694 €";"GALP";"Gasóleo simples";"2025-03-30 20:55";"Braga";"Rª Dª Elvira Gomes Barroso, Nº 274\nEN 205, Km 17,7";"Gilmonde";"4755-233";41.50344;-8.66915
"Marfilauto - Auto Reparadora, Lda.";"Outro";"Barcelos";"1,744 €";"GALP";"Gasóleo especial";"2025-03-30 20:55";"Braga";"Rª Dª Elvira Gomes Barroso, Nº 274\nEN 205, Km 17,7";"Gilmonde";"4755-233";41.50344;-8.66915
"Marfilauto - Auto Reparadora, Lda.";"Outro";"Barcelos";"1,254 €";"GALP";"Gasóleo colorido";"2025-03-30 20:55";"Braga";"Rª Dª Elvira Gomes Barroso, Nº 274\nEN 205, Km 17,7";"Gilmonde";"4755-233";41.50344;-8.66915
"Marfilauto - Auto Reparadora, Lda.";"Outro";"Barcelos";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-30 20:55";"Braga";"Rª Dª Elvira Gomes Barroso, Nº 274\nEN 205, Km 17,7";"Gilmonde";"4755-233";41.50344;-8.66915
"Marfilauto - Auto Reparadora, Lda.";"Outro";"Barcelos";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-30 20:55";"Braga";"Rª Dª Elvira Gomes Barroso, Nº 274\nEN 205, Km 17,7";"Gilmonde";"4755-233";41.50344;-8.66915
"GALP SENDIM";"Outro";"Miranda do Douro";"1,694 €";"GALP";"Gasóleo simples";"2025-03-30 21:15";"Bragança";"EN221";"Sendim";"5225-103";41.39218;-6.42484
"GALP SENDIM";"Outro";"Miranda do Douro";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-30 21:15";"Bragança";"EN221";"Sendim";"5225-103";41.39218;-6.42484
"GALP SENDIM";"Outro";"Miranda do Douro";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-30 21:15";"Bragança";"EN221";"Sendim";"5225-103";41.39218;-6.42484
"GALP SENDIM";"Outro";"Miranda do Douro";"1,874 €";"GALP";"Gasolina especial 95";"2025-03-30 21:15";"Bragança";"EN221";"Sendim";"5225-103";41.39218;-6.42484
"GALP SENDIM";"Outro";"Miranda do Douro";"1,749 €";"GALP";"Gasóleo especial";"2025-03-30 21:15";"Bragança";"EN221";"Sendim";"5225-103";41.39218;-6.42484
"Petrogir - Combustiveis e Lubrificantes, Lda.";"Outro";"Coimbra";"1,694 €";"GALP";"Gasóleo simples";"2025-03-30 21:50";"Coimbra";"Rua da Bayer";"S Martinho do Bispo";"3045-016";40.19881;-8.46112
"Petrogir - Combustiveis e Lubrificantes, Lda.";"Outro";"Coimbra";"1,744 €";"GALP";"Gasóleo especial";"2025-03-30 21:50";"Coimbra";"Rua da Bayer";"S Martinho do Bispo";"3045-016";40.19881;-8.46112
"Petrogir - Combustiveis e Lubrificantes, Lda.";"Outro";"Coimbra";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-30 21:50";"Coimbra";"Rua da Bayer";"S Martinho do Bispo";"3045-016";40.19881;-8.46112
"Petrogir - Combustiveis e Lubrificantes, Lda.";"Outro";"Coimbra";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-30 21:50";"Coimbra";"Rua da Bayer";"S Martinho do Bispo";"3045-016";40.19881;-8.46112
"Petrogir - Combustiveis e Lubrificantes, Lda.";"Outro";"Coimbra";"2,029 €";"GALP";"Gasolina especial 98";"2025-03-30 21:50";"Coimbra";"Rua da Bayer";"S Martinho do Bispo";"3045-016";40.19881;-8.46112
"RUNA";"Outro";"Torres Vedras";"1,719 €";"BP";"Gasóleo simples";"2025-03-30 22:00";"Lisboa";"Estrada Nacional 248, Rua da Liberdade nº 1A\n";"Runa";"2565-737";39.060987;-9.2098
"RUNA";"Outro";"Torres Vedras";"1,879 €";"BP";"Gasóleo especial";"2025-03-30 22:00";"Lisboa";"Estrada Nacional 248, Rua da Liberdade nº 1A\n";"Runa";"2565-737";39.060987;-9.2098
"RUNA";"Outro";"Torres Vedras";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 22:00";"Lisboa";"Estrada Nacional 248, Rua da Liberdade nº 1A\n";"Runa";"2565-737";39.060987;-9.2098
"RUNA";"Outro";"Torres Vedras";"1,854 €";"BP";"Gasolina simples 95";"2025-03-30 22:00";"Lisboa";"Estrada Nacional 248, Rua da Liberdade nº 1A\n";"Runa";"2565-737";39.060987;-9.2098
"RUNA";"Outro";"Torres Vedras";"2,104 €";"BP";"Gasolina especial 98";"2025-03-30 22:00";"Lisboa";"Estrada Nacional 248, Rua da Liberdade nº 1A\n";"Runa";"2565-737";39.060987;-9.2098
"BP Monte Redondo";"Outro";"Leiria";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 22:10";"Leiria";"EN 109 Km 150,5";"Monte Redondo";"2425-617";39.89887;-8.82703
"BP Monte Redondo";"Outro";"Leiria";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 22:10";"Leiria";"EN 109 Km 150,5";"Monte Redondo";"2425-617";39.89887;-8.82703
"BP Monte Redondo";"Outro";"Leiria";"1,699 €";"BP";"Gasóleo simples";"2025-03-30 22:10";"Leiria";"EN 109 Km 150,5";"Monte Redondo";"2425-617";39.89887;-8.82703
"BP Monte Redondo";"Outro";"Leiria";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 22:10";"Leiria";"EN 109 Km 150,5";"Monte Redondo";"2425-617";39.89887;-8.82703
"BP Monte Redondo";"Outro";"Leiria";"1,834 €";"BP";"Gasolina simples 95";"2025-03-30 22:10";"Leiria";"EN 109 Km 150,5";"Monte Redondo";"2425-617";39.89887;-8.82703
"BP EN 125 (SUL)";"Outro";"Faro";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.029915;-7.947817
"BP EN 125 (SUL)";"Outro";"Faro";"1,709 €";"BP";"Gasóleo simples";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.029915;-7.947817
"BP EN 125 (NORTE)";"Outro";"Faro";"1,844 €";"BP";"Gasolina simples 95";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.030249;-7.947455
"BP EN 125 (SUL)";"Outro";"Faro";"1,844 €";"BP";"Gasolina simples 95";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.029915;-7.947817
"BP EN 125 (NORTE)";"Outro";"Faro";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.030249;-7.947455
"BP EN 125 (NORTE)";"Outro";"Faro";"1,709 €";"BP";"Gasóleo simples";"2025-03-30 22:25";"Faro";"EN 125";"Faro - Pontes de Marchil";"8000-000";37.030249;-7.947455
"Satão";"Outro";"Sátão";"1,699 €";"BP";"Gasóleo simples";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"Satão";"Outro";"Sátão";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"Satão";"Outro";"Sátão";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"Satão";"Outro";"Sátão";"1,834 €";"BP";"Gasolina simples 95";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"Satão";"Outro";"Sátão";"2,400 €";"BP";"Gasolina de mistura (motores a 2 tempos)";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"Satão";"Outro";"Sátão";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 22:35";"Viseu";"Av. Conde D. Henrique";"Sátão";"3560-183";40.736246;-7.726742
"COLARES";"Outro";"Sintra";"1,704 €";"BP";"Gasóleo simples";"2025-03-30 22:55";"Lisboa";"Av. Bombeiros Voluntários";"Várzea de Colares";"2705-353";38.803135;-9.449379
"COLARES";"Outro";"Sintra";"1,839 €";"BP";"Gasolina simples 95";"2025-03-30 22:55";"Lisboa";"Av. Bombeiros Voluntários";"Várzea de Colares";"2705-353";38.803135;-9.449379
"bp FAMÕES";"Outro";"Odivelas";"1,739 €";"BP";"Gasóleo simples";"2025-03-30 23:00";"Lisboa";"Rua Major João Luís de Moura";"Alto de Famões";"1685-650";38.785598;-9.20838
"bp FAMÕES";"Outro";"Odivelas";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 23:00";"Lisboa";"Rua Major João Luís de Moura";"Alto de Famões";"1685-650";38.785598;-9.20838
"bp FAMÕES";"Outro";"Odivelas";"1,874 €";"BP";"Gasolina simples 95";"2025-03-30 23:00";"Lisboa";"Rua Major João Luís de Moura";"Alto de Famões";"1685-650";38.785598;-9.20838
"bp FAMÕES";"Outro";"Odivelas";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 23:00";"Lisboa";"Rua Major João Luís de Moura";"Alto de Famões";"1685-650";38.785598;-9.20838
"bp odivelas";"Outro";"Odivelas";"1,739 €";"BP";"Gasóleo simples";"2025-03-30 23:00";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 23:00";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"1,874 €";"BP";"Gasolina simples 95";"2025-03-30 23:00";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 23:00";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"TFGEST MARTIM";"Outro";"Barcelos";"1,649 €";"FREITAS";"Gasóleo simples";"2025-03-30 23:00";"Braga";"EN 103";"Avenida de Martim, 1166";"4755-313";41.533558;-8.511217
"TFGEST MARTIM";"Outro";"Barcelos";"1,729 €";"FREITAS";"Gasóleo especial";"2025-03-30 23:00";"Braga";"EN 103";"Avenida de Martim, 1166";"4755-313";41.533558;-8.511217
"TFGEST MARTIM";"Outro";"Barcelos";"1,749 €";"FREITAS";"Gasolina simples 95";"2025-03-30 23:00";"Braga";"EN 103";"Avenida de Martim, 1166";"4755-313";41.533558;-8.511217
"Sintra - Av. Cascais";"Outro";"Sintra";"1,679 €";"BP";"Gasóleo simples";"2025-03-30 23:20";"Lisboa";"Avenida de Cascais nº620";"Sintra";"2710-329";38.75988333;-9.387480505
"Sintra - Av. Cascais";"Outro";"Sintra";"1,839 €";"BP";"Gasóleo especial";"2025-03-30 23:20";"Lisboa";"Avenida de Cascais nº620";"Sintra";"2710-329";38.75988333;-9.387480505
"Sintra - Av. Cascais";"Outro";"Sintra";"1,794 €";"BP";"Gasolina simples 95";"2025-03-30 23:20";"Lisboa";"Avenida de Cascais nº620";"Sintra";"2710-329";38.75988333;-9.387480505
"BP Torre de Moncorvo";"Outro";"Torre de Moncorvo";"1,739 €";"BP";"Gasóleo simples";"2025-03-30 23:30";"Bragança";"Av. das Amendoeiras nº76";"Torre de Moncorvo";"5160-304";41.17877;-7.0382
"BP Torre de Moncorvo";"Outro";"Torre de Moncorvo";"1,859 €";"BP";"Gasóleo especial";"2025-03-30 23:30";"Bragança";"Av. das Amendoeiras nº76";"Torre de Moncorvo";"5160-304";41.17877;-7.0382
"BP Torre de Moncorvo";"Outro";"Torre de Moncorvo";"1,249 €";"BP";"Gasóleo colorido";"2025-03-30 23:30";"Bragança";"Av. das Amendoeiras nº76";"Torre de Moncorvo";"5160-304";41.17877;-7.0382
"BP Torre de Moncorvo";"Outro";"Torre de Moncorvo";"1,874 €";"BP";"Gasolina simples 95";"2025-03-30 23:30";"Bragança";"Av. das Amendoeiras nº76";"Torre de Moncorvo";"5160-304";41.17877;-7.0382
"BP Torre de Moncorvo";"Outro";"Torre de Moncorvo";"2,084 €";"BP";"Gasolina especial 98";"2025-03-30 23:30";"Bragança";"Av. das Amendoeiras nº76";"Torre de Moncorvo";"5160-304";41.17877;-7.0382
